videoName,PhaseName,Start,End
RALIHR_surgeon01_fps01_0029,positioning suture,24:41,24:46
RALIHR_surgeon01_fps01_0029,peritoneal closure,24:46,25:52
RALIHR_surgeon01_fps01_0029,catheter insertion,25:52,26:33
RALIHR_surgeon01_fps01_0029,peritoneal closure,26:33,30:29
RALIHR_surgeon01_fps01_0029,positioning suture,30:29,33:47
RALIHR_surgeon01_fps01_0029,peritoneal closure,33:47,50:33
RALIHR_surgeon01_fps01_0029,positioning suture,50:33,51:46
RALIHR_surgeon01_fps01_0029,transitionary idle,51:46,52:00
RALIHR_surgeon01_fps01_0030,transitionary idle,00:00,00:08
RALIHR_surgeon01_fps01_0030,positioning suture,00:08,00:16
RALIHR_surgeon01_fps01_0030,transitionary idle,00:16,00:23
RALIHR_surgeon01_fps01_0030,mesh positioning,00:23,00:33
RALIHR_surgeon01_fps01_0030,transitionary idle,00:33,00:50
RALIHR_surgeon01_fps01_0030,peritoneal scoring,00:50,01:50
RALIHR_surgeon01_fps01_0030,preperioneal dissection,01:50,05:06
RALIHR_surgeon01_fps01_0030,reduction of hernia,05:06,15:03
RALIHR_surgeon01_fps01_0030,transitionary idle,15:03,15:14
RALIHR_surgeon01_fps01_0030,mesh placement,15:14,16:31
RALIHR_surgeon01_fps01_0030,transitionary idle,16:31,16:34
RALIHR_surgeon01_fps01_0030,stationary idle,16:34,16:44
RALIHR_surgeon01_fps01_0030,transitionary idle,16:44,16:47
RALIHR_surgeon01_fps01_0030,stationary idle,16:47,17:08
RALIHR_surgeon01_fps01_0030,transitionary idle,17:08,17:36
RALIHR_surgeon01_fps01_0030,mesh placement,17:36,27:25
RALIHR_surgeon01_fps01_0030,transitionary idle,27:25,27:33
RALIHR_surgeon01_fps01_0030,positioning suture,27:33,27:50
RALIHR_surgeon01_fps01_0030,peritoneal closure,27:50,28:45
RALIHR_surgeon01_fps01_0030,transitionary idle,28:45,29:05
RALIHR_surgeon01_fps01_0030,catheter insertion,29:05,29:38
RALIHR_surgeon01_fps01_0030,positioning suture,29:38,30:03
RALIHR_surgeon01_fps01_0030,peritoneal closure,30:03,41:07
RALIHR_surgeon01_fps01_0030,positioning suture,41:07,42:25
RALIHR_surgeon01_fps01_0030,peritoneal closure,42:25,44:46
RALIHR_surgeon01_fps01_0030,positioning suture,44:46,45:53
RALIHR_surgeon01_fps01_0030,transitionary idle,45:53,46:05
RALIHR_surgeon01_fps01_0031,transitionary idle,00:00:00,00:00:12
RALIHR_surgeon01_fps01_0031,positioning suture,00:00:12,00:00:49
RALIHR_surgeon01_fps01_0031,transitionary idle,00:00:49,00:00:52
RALIHR_surgeon01_fps01_0031,mesh positioning,00:00:52,00:01:47
RALIHR_surgeon01_fps01_0031,transitionary idle,00:01:47,00:02:02
RALIHR_surgeon01_fps01_0031,peritoneal scoring,00:02:02,00:04:17
RALIHR_surgeon01_fps01_0031,preperioneal dissection,00:04:17,00:06:59
RALIHR_surgeon01_fps01_0031,reduction of hernia,00:06:59,00:10:47
RALIHR_surgeon01_fps01_0031,transitionary idle,00:10:47,00:10:52
RALIHR_surgeon01_fps01_0031,mesh placement,00:10:52,00:11:29
RALIHR_surgeon01_fps01_0031,transitionary idle,00:11:29,00:12:09
RALIHR_surgeon01_fps01_0031,peritoneal scoring,00:12:09,00:14:05
RALIHR_surgeon01_fps01_0031,preperioneal dissection,00:14:05,00:18:04
RALIHR_surgeon01_fps01_0031,reduction of hernia,00:18:04,00:19:57
RALIHR_surgeon01_fps01_0031,transitionary idle,00:19:57,00:20:36
RALIHR_surgeon01_fps01_0031,out of body,00:20:36,00:20:58
RALIHR_surgeon01_fps01_0031,transitionary idle,00:20:58,00:21:10
RALIHR_surgeon01_fps01_0031,out of body,00:21:10,00:21:35
RALIHR_surgeon01_fps01_0031,stationary idle,00:21:35,00:21:50
RALIHR_surgeon01_fps01_0031,out of body,00:21:50,00:22:22
RALIHR_surgeon01_fps01_0031,transitionary idle,00:22:22,00:22:29
RALIHR_surgeon01_fps01_0031,mesh placement,00:22:29,00:26:16
RALIHR_surgeon01_fps01_0031,transitionary idle,00:26:16,00:26:34
RALIHR_surgeon01_fps01_0031,mesh placement,00:26:34,00:29:38
RALIHR_surgeon01_fps01_0031,transitionary idle,00:29:38,00:29:41
RALIHR_surgeon01_fps01_0031,positioning suture,00:29:41,00:29:51
RALIHR_surgeon01_fps01_0031,peritoneal closure,00:29:51,00:30:00
RALIHR_surgeon01_fps01_0031,catheter insertion,00:30:00,00:30:53
RALIHR_surgeon01_fps01_0031,peritoneal closure,00:30:53,00:44:22
RALIHR_surgeon01_fps01_0031,positioning suture,00:44:22,00:46:04
RALIHR_surgeon01_fps01_0031,peritoneal closure,00:46:04,00:54:20
RALIHR_surgeon01_fps01_0031,positioning suture,00:54:20,00:56:36
RALIHR_surgeon01_fps01_0031,peritoneal closure,00:56:36,00:58:01
RALIHR_surgeon01_fps01_0031,positioning suture,00:58:01,00:58:55
RALIHR_surgeon01_fps01_0031,peritoneal closure,00:58:55,00:59:36
RALIHR_surgeon01_fps01_0031,transitionary idle,00:59:36,00:59:58
RALIHR_surgeon01_fps01_0031,positioning suture,00:59:58,01:00:37
RALIHR_surgeon01_fps01_0031,peritoneal closure,01:00:37,01:05:48
RALIHR_surgeon01_fps01_0031,positioning suture,01:05:48,01:06:05
RALIHR_surgeon01_fps01_0031,peritoneal closure,01:06:05,01:07:00
RALIHR_surgeon01_fps01_0031,positioning suture,01:07:00,01:08:03
RALIHR_surgeon01_fps01_0031,transitionary idle,01:08:03,01:08:19
RALIHR_surgeon01_fps01_0032,transitionary idle,00:00,00:09
RALIHR_surgeon01_fps01_0032,mesh positioning,00:09,01:40
RALIHR_surgeon01_fps01_0032,positioning suture,01:40,02:09
RALIHR_surgeon01_fps01_0032,transitionary idle,02:09,02:38
RALIHR_surgeon01_fps01_0032,reduction of hernia,02:38,04:38
RALIHR_surgeon01_fps01_0032,transitionary idle,04:38,05:18
RALIHR_surgeon01_fps01_0032,peritoneal scoring,05:18,07:46
RALIHR_surgeon01_fps01_0032,preperioneal dissection,07:46,11:07
RALIHR_surgeon01_fps01_0032,reduction of hernia,11:07,26:49
RALIHR_surgeon01_fps01_0032,transitionary idle,26:49,28:19
RALIHR_surgeon01_fps01_0032,mesh placement,28:19,34:06
RALIHR_surgeon01_fps01_0032,transitionary idle,34:06,34:19
RALIHR_surgeon01_fps01_0032,mesh placement,34:19,37:19
RALIHR_surgeon01_fps01_0032,transitionary idle,37:19,37:47
RALIHR_surgeon01_fps01_0032,catheter insertion,37:47,38:32
RALIHR_surgeon01_fps01_0032,transitionary idle,38:32,38:44
RALIHR_surgeon01_fps01_0032,positioning suture,38:44,39:00
RALIHR_surgeon01_fps01_0032,peritoneal closure,39:00,42:46
RALIHR_surgeon01_fps01_0032,positioning suture,42:46,43:39
RALIHR_surgeon01_fps01_0032,peritoneal closure,43:39,53:49
RALIHR_surgeon01_fps01_0032,positioning suture,53:49,54:03
RALIHR_surgeon01_fps01_0033,transitionary idle,00:00,00:08
RALIHR_surgeon01_fps01_0033,positioning suture,00:08,00:12
RALIHR_surgeon01_fps01_0033,transitionary idle,00:12,00:29
RALIHR_surgeon01_fps01_0033,reduction of hernia,00:29,05:01
RALIHR_surgeon01_fps01_0033,transitionary idle,05:01,05:15
RALIHR_surgeon01_fps01_0033,peritoneal scoring,05:15,06:13
RALIHR_surgeon01_fps01_0033,preperioneal dissection,06:13,09:39
RALIHR_surgeon01_fps01_0033,reduction of hernia,09:39,25:05
RALIHR_surgeon01_fps01_0033,transitionary idle,25:05,25:14
RALIHR_surgeon01_fps01_0033,reduction of hernia,25:14,25:45
RALIHR_surgeon01_fps01_0033,transitionary idle,25:45,26:15
RALIHR_surgeon01_fps01_0033,mesh positioning,26:15,26:28
RALIHR_surgeon01_fps01_0033,transitionary idle,26:28,27:15
RALIHR_surgeon01_fps01_0033,mesh placement,27:15,31:04
RALIHR_surgeon01_fps01_0033,transitionary idle,31:04,32:51
RALIHR_surgeon01_fps01_0033,catheter insertion,32:51,33:48
RALIHR_surgeon01_fps01_0033,transitionary idle,33:48,33:56
RALIHR_surgeon01_fps01_0033,positioning suture,33:56,34:14
RALIHR_surgeon01_fps01_0033,peritoneal closure,34:14,39:42
RALIHR_surgeon01_fps01_0033,positioning suture,39:42,42:19
RALIHR_surgeon01_fps01_0033,peritoneal closure,42:19,48:23
RALIHR_surgeon01_fps01_0033,positioning suture,48:23,49:18
RALIHR_surgeon01_fps01_0033,transitionary idle,49:18,49:48
RALIHR_surgeon01_fps01_0034,transitionary idle,00:00:00,00:00:08
RALIHR_surgeon01_fps01_0034,positioning suture,00:00:08,00:00:27
RALIHR_surgeon01_fps01_0034,transitionary idle,00:00:27,00:00:29
RALIHR_surgeon01_fps01_0034,mesh positioning,00:00:29,00:00:36
RALIHR_surgeon01_fps01_0034,transitionary idle,00:00:36,00:00:56
RALIHR_surgeon01_fps01_0034,peritoneal scoring,00:00:56,00:02:39
RALIHR_surgeon01_fps01_0034,preperioneal dissection,00:02:39,00:06:18
RALIHR_surgeon01_fps01_0034,reduction of hernia,00:06:18,00:11:34
RALIHR_surgeon01_fps01_0034,transitionary idle,00:11:34,00:11:40
RALIHR_surgeon01_fps01_0034,mesh placement,00:11:40,00:14:44
RALIHR_surgeon01_fps01_0034,transitionary idle,00:14:44,00:15:18
RALIHR_surgeon01_fps01_0034,peritoneal scoring,00:15:18,00:17:27
RALIHR_surgeon01_fps01_0034,preperioneal dissection,00:17:27,00:18:30
RALIHR_surgeon01_fps01_0034,reduction of hernia,00:18:30,00:23:30
RALIHR_surgeon01_fps01_0034,transitionary idle,00:23:30,00:23:42
RALIHR_surgeon01_fps01_0034,mesh placement,00:23:42,00:24:02
RALIHR_surgeon01_fps01_0034,transitionary idle,00:24:02,00:25:16
RALIHR_surgeon01_fps01_0034,positioning suture,00:25:16,00:25:25
RALIHR_surgeon01_fps01_0034,peritoneal closure,00:25:25,00:27:28
RALIHR_surgeon01_fps01_0034,catheter insertion,00:27:28,00:28:10
RALIHR_surgeon01_fps01_0034,peritoneal closure,00:28:10,00:32:23
RALIHR_surgeon01_fps01_0034,positioning suture,00:32:23,00:35:27
RALIHR_surgeon01_fps01_0034,transitionary idle,00:35:27,00:35:34
RALIHR_surgeon01_fps01_0034,mesh placement,00:35:34,00:38:42
RALIHR_surgeon01_fps01_0034,stationary idle,00:38:42,00:39:20
RALIHR_surgeon01_fps01_0034,mesh placement,00:39:20,00:39:53
RALIHR_surgeon01_fps01_0034,transitionary idle,00:39:53,00:39:58
RALIHR_surgeon01_fps01_0034,positioning suture,00:39:58,00:40:06
RALIHR_surgeon01_fps01_0034,peritoneal closure,00:40:06,00:41:48
RALIHR_surgeon01_fps01_0034,positioning suture,00:41:48,00:46:23
RALIHR_surgeon01_fps01_0034,peritoneal closure,00:46:23,00:55:26
RALIHR_surgeon01_fps01_0034,positioning suture,00:55:26,00:57:34
RALIHR_surgeon01_fps01_0034,peritoneal closure,00:57:34,00:58:48
RALIHR_surgeon01_fps01_0034,positioning suture,00:58:48,00:59:55
RALIHR_surgeon01_fps01_0034,transitionary idle,00:59:55,01:00:15
RALIHR_surgeon01_fps01_0035,transitionary idle,00:00:00,00:00:17
RALIHR_surgeon01_fps01_0035,positioning suture,00:00:17,00:00:31
RALIHR_surgeon01_fps01_0035,transitionary idle,00:00:31,00:00:38
RALIHR_surgeon01_fps01_0035,mesh positioning,00:00:38,00:00:55
RALIHR_surgeon01_fps01_0035,transitionary idle,00:00:55,00:01:22
RALIHR_surgeon01_fps01_0035,peritoneal scoring,00:01:22,00:02:23
RALIHR_surgeon01_fps01_0035,preperioneal dissection,00:02:23,00:05:17
RALIHR_surgeon01_fps01_0035,reduction of hernia,00:05:17,00:19:35
RALIHR_surgeon01_fps01_0035,transitionary idle,00:19:35,00:20:40
RALIHR_surgeon01_fps01_0035,reduction of hernia,00:20:40,00:28:29
RALIHR_surgeon01_fps01_0035,transitionary idle,00:28:29,00:28:39
RALIHR_surgeon01_fps01_0035,mesh placement,00:28:39,00:29:10
RALIHR_surgeon01_fps01_0035,transitionary idle,00:29:10,00:29:25
RALIHR_surgeon01_fps01_0035,peritoneal scoring,00:29:25,00:30:40
RALIHR_surgeon01_fps01_0035,preperioneal dissection,00:30:40,00:33:06
RALIHR_surgeon01_fps01_0035,reduction of hernia,00:33:06,00:38:05
RALIHR_surgeon01_fps01_0035,transitionary idle,00:38:05,00:38:12
RALIHR_surgeon01_fps01_0035,mesh placement,00:38:12,00:38:50
RALIHR_surgeon01_fps01_0035,transitionary idle,00:38:50,00:39:30
RALIHR_surgeon01_fps01_0035,mesh placement,00:39:30,00:42:24
RALIHR_surgeon01_fps01_0035,transitionary idle,00:42:24,00:42:38
RALIHR_surgeon01_fps01_0035,mesh placement,00:42:38,00:46:23
RALIHR_surgeon01_fps01_0035,transitionary idle,00:46:23,00:47:03
RALIHR_surgeon01_fps01_0035,catheter insertion,00:47:03,00:47:05
RALIHR_surgeon01_fps01_0035,transitionary idle,00:47:05,00:47:11
RALIHR_surgeon01_fps01_0035,positioning suture,00:47:11,00:47:21
RALIHR_surgeon01_fps01_0035,catheter insertion,00:47:21,00:47:31
RALIHR_surgeon01_fps01_0035,peritoneal closure,00:47:31,00:48:08
RALIHR_surgeon01_fps01_0035,out of body,00:48:08,00:49:07
RALIHR_surgeon01_fps01_0035,transitionary idle,00:49:07,00:49:22
RALIHR_surgeon01_fps01_0035,positioning suture,00:49:22,00:49:30
RALIHR_surgeon01_fps01_0035,peritoneal closure,00:49:30,00:52:46
RALIHR_surgeon01_fps01_0035,positioning suture,00:52:46,00:53:20
RALIHR_surgeon01_fps01_0035,peritoneal closure,00:53:20,00:53:47
RALIHR_surgeon01_fps01_0035,positioning suture,00:53:47,00:56:25
RALIHR_surgeon01_fps01_0035,peritoneal closure,00:56:25,00:59:21
RALIHR_surgeon01_fps01_0035,positioning suture,00:59:21,00:59:28
RALIHR_surgeon01_fps01_0035,peritoneal closure,00:59:28,01:00:55
RALIHR_surgeon01_fps01_0035,positioning suture,01:00:55,01:03:24
RALIHR_surgeon01_fps01_0035,peritoneal closure,01:03:24,01:07:06
RALIHR_surgeon01_fps01_0035,positioning suture,01:07:06,01:08:01
RALIHR_surgeon01_fps01_0035,transitionary idle,01:08:01,01:08:38
RALIHR_surgeon01_fps01_0036,transitionary idle,00:00,00:09
RALIHR_surgeon01_fps01_0036,positioning suture,00:09,00:25
RALIHR_surgeon01_fps01_0036,transitionary idle,00:25,01:00
RALIHR_surgeon01_fps01_0036,peritoneal scoring,01:00,02:40
RALIHR_surgeon01_fps01_0036,preperioneal dissection,02:40,04:53
RALIHR_surgeon01_fps01_0036,reduction of hernia,04:53,10:40
RALIHR_surgeon01_fps01_0036,transitionary idle,10:40,10:45
RALIHR_surgeon01_fps01_0036,mesh placement,10:45,11:29
RALIHR_surgeon01_fps01_0036,transitionary idle,11:29,11:36
RALIHR_surgeon01_fps01_0036,peritoneal scoring,11:36,13:31
RALIHR_surgeon01_fps01_0036,preperioneal dissection,13:31,15:46
RALIHR_surgeon01_fps01_0036,reduction of hernia,15:46,19:31
RALIHR_surgeon01_fps01_0036,transitionary idle,19:31,19:39
RALIHR_surgeon01_fps01_0036,mesh placement,19:39,20:19
RALIHR_surgeon01_fps01_0036,transitionary idle,20:19,20:22
RALIHR_surgeon01_fps01_0036,stationary idle,20:22,20:52
RALIHR_surgeon01_fps01_0036,transitionary idle,20:52,21:24
RALIHR_surgeon01_fps01_0036,mesh placement,21:24,27:02
RALIHR_surgeon01_fps01_0036,transitionary idle,27:02,27:05
RALIHR_surgeon01_fps01_0036,positioning suture,27:05,27:14
RALIHR_surgeon01_fps01_0036,peritoneal closure,27:14,27:49
RALIHR_surgeon01_fps01_0036,catheter insertion,27:49,28:36
RALIHR_surgeon01_fps01_0036,transitionary idle,28:36,28:39
RALIHR_surgeon01_fps01_0036,peritoneal closure,28:39,31:49
RALIHR_surgeon01_fps01_0036,positioning suture,31:49,31:57
RALIHR_surgeon01_fps01_0036,transitionary idle,31:57,32:08
RALIHR_surgeon01_fps01_0036,mesh placement,32:08,35:33
RALIHR_surgeon01_fps01_0036,transitionary idle,35:33,35:41
RALIHR_surgeon01_fps01_0036,positioning suture,35:41,36:03
RALIHR_surgeon01_fps01_0036,peritoneal closure,36:03,39:43
RALIHR_surgeon01_fps01_0036,positioning suture,39:43,40:40
RALIHR_surgeon01_fps01_0036,transitionary idle,40:40,41:06
RALIHR_surgeon01_fps01_0037,transitionary idle,00:00,00:40
RALIHR_surgeon01_fps01_0037,peritoneal scoring,00:40,01:48
RALIHR_surgeon01_fps01_0037,preperioneal dissection,01:48,04:02
RALIHR_surgeon01_fps01_0037,peritoneal scoring,04:02,04:50
RALIHR_surgeon01_fps01_0037,preperioneal dissection,04:50,11:54
RALIHR_surgeon01_fps01_0037,reduction of hernia,11:54,19:54
RALIHR_surgeon01_fps01_0037,transitionary idle,19:54,20:09
RALIHR_surgeon01_fps01_0037,mesh placement,20:09,26:46
RALIHR_surgeon01_fps01_0037,transitionary idle,26:46,28:26
RALIHR_surgeon01_fps01_0037,catheter insertion,28:26,29:12
RALIHR_surgeon01_fps01_0037,transitionary idle,29:12,29:24
RALIHR_surgeon01_fps01_0037,positioning suture,29:24,29:37
RALIHR_surgeon01_fps01_0037,peritoneal closure,29:37,33:59
RALIHR_surgeon01_fps01_0037,positioning suture,33:59,34:11
RALIHR_surgeon01_fps01_0037,peritoneal closure,34:11,35:37
RALIHR_surgeon01_fps01_0037,positioning suture,35:37,36:45
RALIHR_surgeon01_fps01_0037,transitionary idle,36:45,37:00
RALIHR_surgeon01_fps01_0037,stationary idle,37:00,37:10
RALIHR_surgeon01_fps01_0038,transitionary idle,00:00,00:13
RALIHR_surgeon01_fps01_0038,positioning suture,00:13,00:38
RALIHR_surgeon01_fps01_0038,transitionary idle,00:38,00:46
RALIHR_surgeon01_fps01_0038,mesh positioning,00:46,00:52
RALIHR_surgeon01_fps01_0038,transitionary idle,00:52,01:03
RALIHR_surgeon01_fps01_0038,peritoneal scoring,01:03,02:56
RALIHR_surgeon01_fps01_0038,preperioneal dissection,02:56,05:21
RALIHR_surgeon01_fps01_0038,reduction of hernia,05:21,10:33
RALIHR_surgeon01_fps01_0038,transitionary idle,10:33,10:39
RALIHR_surgeon01_fps01_0038,mesh placement,10:39,11:06
RALIHR_surgeon01_fps01_0038,transitionary idle,11:06,11:17
RALIHR_surgeon01_fps01_0038,peritoneal scoring,11:17,13:08
RALIHR_surgeon01_fps01_0038,preperioneal dissection,13:08,18:20
RALIHR_surgeon01_fps01_0038,reduction of hernia,18:20,21:03
RALIHR_surgeon01_fps01_0038,transitionary idle,21:03,21:09
RALIHR_surgeon01_fps01_0038,mesh placement,21:09,21:36
RALIHR_surgeon01_fps01_0038,transitionary idle,21:36,22:17
RALIHR_surgeon01_fps01_0038,reduction of hernia,22:17,22:33
RALIHR_surgeon01_fps01_0038,transitionary idle,22:33,22:37
RALIHR_surgeon01_fps01_0038,mesh placement,22:37,25:43
RALIHR_surgeon01_fps01_0038,transitionary idle,25:43,25:51
RALIHR_surgeon01_fps01_0038,mesh placement,25:51,28:53
RALIHR_surgeon01_fps01_0038,transitionary idle,28:53,29:24
RALIHR_surgeon01_fps01_0038,catheter insertion,29:24,30:28
RALIHR_surgeon01_fps01_0038,transitionary idle,30:28,30:39
RALIHR_surgeon01_fps01_0038,positioning suture,30:39,31:00
RALIHR_surgeon01_fps01_0038,peritoneal closure,31:00,35:17
RALIHR_surgeon01_fps01_0038,positioning suture,35:17,35:44
RALIHR_surgeon01_fps01_0038,peritoneal closure,35:44,49:22
RALIHR_surgeon01_fps01_0038,positioning suture,49:22,51:06
RALIHR_surgeon01_fps01_0038,transitionary idle,51:06,52:02
RALIHR_surgeon01_fps01_0038,positioning suture,52:02,53:08
RALIHR_surgeon01_fps01_0038,transitionary idle,53:08,53:16
RALIHR_surgeon01_fps01_0038,stationary idle,53:16,53:34
RALIHR_surgeon01_fps01_0039,transitionary idle,00:00,00:08
RALIHR_surgeon01_fps01_0039,reduction of hernia,00:08,00:28
RALIHR_surgeon01_fps01_0039,transitionary idle,00:28,00:34
RALIHR_surgeon01_fps01_0039,peritoneal scoring,00:34,02:12
RALIHR_surgeon01_fps01_0039,preperioneal dissection,02:12,05:45
RALIHR_surgeon01_fps01_0039,reduction of hernia,05:45,29:18
RALIHR_surgeon01_fps01_0039,transitionary idle,29:18,29:44
RALIHR_surgeon01_fps01_0039,mesh placement,29:44,30:08
RALIHR_surgeon01_fps01_0039,transitionary idle,30:08,30:47
RALIHR_surgeon01_fps01_0039,positioning suture,30:47,31:46
RALIHR_surgeon01_fps01_0039,primary hernia repair,31:46,34:15
RALIHR_surgeon01_fps01_0039,positioning suture,34:15,34:32
RALIHR_surgeon01_fps01_0039,transitionary idle,34:32,34:40
RALIHR_surgeon01_fps01_0039,mesh placement,34:40,37:08
RALIHR_surgeon01_fps01_0039,transitionary idle,37:08,37:33
RALIHR_surgeon01_fps01_0039,positioning suture,37:33,37:51
RALIHR_surgeon01_fps01_0039,peritoneal closure,37:51,40:08
RALIHR_surgeon01_fps01_0039,catheter insertion,40:08,40:37
RALIHR_surgeon01_fps01_0039,peritoneal closure,40:37,43:18
RALIHR_surgeon01_fps01_0039,positioning suture,43:18,45:43
RALIHR_surgeon01_fps01_0039,peritoneal closure,45:43,48:17
RALIHR_surgeon01_fps01_0039,positioning suture,48:17,48:30
RALIHR_surgeon01_fps01_0039,peritoneal closure,48:30,49:21
RALIHR_surgeon01_fps01_0039,positioning suture,49:21,49:29
RALIHR_surgeon01_fps01_0039,peritoneal closure,49:29,50:55
RALIHR_surgeon01_fps01_0039,positioning suture,50:55,51:17
RALIHR_surgeon01_fps01_0039,transitionary idle,51:17,51:46
RALIHR_surgeon01_fps01_0040,transitionary idle,00:00,00:09
RALIHR_surgeon01_fps01_0040,positioning suture,00:09,00:33
RALIHR_surgeon01_fps01_0040,transitionary idle,00:33,00:37
RALIHR_surgeon01_fps01_0040,mesh positioning,00:37,00:51
RALIHR_surgeon01_fps01_0040,transitionary idle,00:51,01:02
RALIHR_surgeon01_fps01_0040,peritoneal scoring,01:02,02:30
RALIHR_surgeon01_fps01_0040,preperioneal dissection,02:30,08:01
RALIHR_surgeon01_fps01_0040,reduction of hernia,08:01,11:17
RALIHR_surgeon01_fps01_0040,transitionary idle,11:17,11:25
RALIHR_surgeon01_fps01_0040,mesh placement,11:25,12:02
RALIHR_surgeon01_fps01_0040,preperioneal dissection,12:02,12:33
RALIHR_surgeon01_fps01_0040,transitionary idle,12:33,12:46
RALIHR_surgeon01_fps01_0040,peritoneal scoring,12:46,14:29
RALIHR_surgeon01_fps01_0040,preperioneal dissection,14:29,18:19
RALIHR_surgeon01_fps01_0040,reduction of hernia,18:19,21:30
RALIHR_surgeon01_fps01_0040,transitionary idle,21:30,21:39
RALIHR_surgeon01_fps01_0040,mesh placement,21:39,22:16
RALIHR_surgeon01_fps01_0040,transitionary idle,22:16,23:18
RALIHR_surgeon01_fps01_0040,mesh placement,23:18,26:33
RALIHR_surgeon01_fps01_0040,transitionary idle,26:33,26:42
RALIHR_surgeon01_fps01_0040,mesh placement,26:42,29:13
RALIHR_surgeon01_fps01_0040,transitionary idle,29:13,29:40
RALIHR_surgeon01_fps01_0040,positioning suture,29:40,30:37
RALIHR_surgeon01_fps01_0040,catheter insertion,30:37,31:25
RALIHR_surgeon01_fps01_0040,positioning suture,31:25,31:27
RALIHR_surgeon01_fps01_0040,peritoneal closure,31:27,36:39
RALIHR_surgeon01_fps01_0040,positioning suture,36:39,37:06
RALIHR_surgeon01_fps01_0040,peritoneal closure,37:06,41:48
RALIHR_surgeon01_fps01_0040,positioning suture,41:48,42:09
RALIHR_surgeon01_fps01_0040,peritoneal closure,42:09,43:55
RALIHR_surgeon01_fps01_0040,positioning suture,43:55,44:53
RALIHR_surgeon01_fps01_0040,transitionary idle,44:53,45:00
RALIHR_surgeon01_fps01_0041,transitionary idle,00:00,00:13
RALIHR_surgeon01_fps01_0041,peritoneal scoring,00:13,02:10
RALIHR_surgeon01_fps01_0041,preperioneal dissection,02:10,06:21
RALIHR_surgeon01_fps01_0041,reduction of hernia,06:21,24:23
RALIHR_surgeon01_fps01_0041,transitionary idle,24:23,24:54
RALIHR_surgeon01_fps01_0041,out of body,24:54,25:53
RALIHR_surgeon01_fps01_0041,transitionary idle,25:53,26:09
RALIHR_surgeon01_fps01_0041,out of body,26:09,26:46
RALIHR_surgeon01_fps01_0041,transitionary idle,26:46,27:15
RALIHR_surgeon01_fps01_0041,out of body,27:15,27:41
RALIHR_surgeon01_fps01_0041,transitionary idle,27:41,27:46
RALIHR_surgeon01_fps01_0041,out of body,27:46,28:04
RALIHR_surgeon01_fps01_0041,transitionary idle,28:04,28:16
RALIHR_surgeon01_fps01_0041,mesh placement,28:16,34:48
RALIHR_surgeon01_fps01_0041,transitionary idle,34:48,34:59
RALIHR_surgeon01_fps01_0041,catheter insertion,34:59,35:47
RALIHR_surgeon01_fps01_0041,transitionary idle,35:47,35:55
RALIHR_surgeon01_fps01_0041,positioning suture,35:55,35:59
RALIHR_surgeon01_fps01_0041,peritoneal closure,35:59,40:54
RALIHR_surgeon01_fps01_0041,positioning suture,40:54,41:31
RALIHR_surgeon01_fps01_0041,transitionary idle,41:31,41:54
RALIHR_surgeon01_fps01_0042,stationary idle,00:00,00:23
RALIHR_surgeon01_fps01_0042,transitionary idle,00:23,00:29
RALIHR_surgeon01_fps01_0042,mesh positioning,00:29,00:38
RALIHR_surgeon01_fps01_0042,transitionary idle,00:38,00:41
RALIHR_surgeon01_fps01_0042,reduction of hernia,00:41,01:54
RALIHR_surgeon01_fps01_0042,mesh positioning,01:54,02:01
RALIHR_surgeon01_fps01_0042,transitionary idle,02:01,02:12
RALIHR_surgeon01_fps01_0042,reduction of hernia,02:12,02:31
RALIHR_surgeon01_fps01_0042,transitionary idle,02:31,02:38
RALIHR_surgeon01_fps01_0042,peritoneal scoring,02:38,06:33
RALIHR_surgeon01_fps01_0042,preperioneal dissection,06:33,11:22
RALIHR_surgeon01_fps01_0042,reduction of hernia,11:22,22:58
RALIHR_surgeon01_fps01_0042,transitionary idle,22:58,23:27
RALIHR_surgeon01_fps01_0042,out of body,23:27,23:54
RALIHR_surgeon01_fps01_0042,transitionary idle,23:54,24:00
RALIHR_surgeon01_fps01_0042,reduction of hernia,24:00,29:13
RALIHR_surgeon01_fps01_0042,transitionary idle,29:13,30:14
RALIHR_surgeon01_fps01_0042,mesh placement,30:14,34:05
RALIHR_surgeon01_fps01_0042,transitionary idle,34:05,34:15
RALIHR_surgeon01_fps01_0042,positioning suture,34:15,34:35
RALIHR_surgeon01_fps01_0042,peritoneal closure,34:35,35:59
RALIHR_surgeon01_fps01_0042,catheter insertion,35:59,37:47
RALIHR_surgeon01_fps01_0042,peritoneal closure,37:47,44:08
RALIHR_surgeon01_fps01_0042,positioning suture,44:08,46:16
RALIHR_surgeon01_fps01_0042,out of body,46:16,46:44
RALIHR_surgeon01_fps01_0042,positioning suture,46:44,46:53
RALIHR_surgeon01_fps01_0042,out of body,46:53,47:50
RALIHR_surgeon01_fps01_0042,positioning suture,47:50,47:54
RALIHR_surgeon01_fps01_0042,peritoneal closure,47:54,51:25
RALIHR_surgeon01_fps01_0042,positioning suture,51:25,52:09
RALIHR_surgeon01_fps01_0042,transitionary idle,52:09,52:32
RALIHR_surgeon01_fps01_0043,transitionary idle,00:00:00,00:00:05
RALIHR_surgeon01_fps01_0043,mesh positioning,00:00:05,00:00:21
RALIHR_surgeon01_fps01_0043,transitionary idle,00:00:21,00:00:24
